CommentDate,Date,RestaurantName,Comment,Address
2023-07-16,2023-09-16,Momofuku Ssam Bar,"As longtime followers of David Chang and his Momofuku brand, when my wife and I traveled from California to NYC, I made a reservation to surprise her.  Upon arriving, we received a warm friendly greeting and were whisked away to a waiting elevator to our table.  Once seated, the staff were very attentive and friendly.  Checking the menu we decided on the fixed menu. $110pp with the additional  Super Saam option along with the wine paring option.  Starting with bubbles was great and we enjoyed the well dressed salad and flat bread with the strongly spiced compound butter, which set our expectations for the flavors to come. The oysters were tender and the accompanying sauce worked well, even if lacking balance. The rabini (broccoli rabe?) was good and the chili sauce was a great pairing however, the grilled asparagus, which was part of the upgrade, outshined it. The one thing on the asparagus:  it came with what was advertised as bernaise sauce however either the tarragon was missing so so subtle it was undetectable.  Better described as hollandaise sauce but still very tasty. Our left handed waiter/chef/sommelier  using right handed scissors struggled due to the scissors however was able to do what she needed to throughout the meal.  She was super friendly and knowledgeable about each wine she poured us as well as attentive to our water glasses. We left the first course and moved on to the prawns..the sauce was spicy and flavorful but the head on shrimp were slightly overcooked detracting from the  texture.  Now the to proteins...the short rib glazed with a simple honey soy glaze was perfection and paired wonderfully with the wine selection.  The flatiron steak, while cooked to a perfect medium rare lacked flavor, even salt and pepper, which made it very disappointing. It was tender and the wine paired well with it however the lack of flavor made this something I could do much better at home.  The pork shoulder appeared to be seasoned nicely before cooking so we were excited to have this but were again disappointed by the lack of flavor, if by design or not. The pork, while cooked perfectly did not have wow factor we were expecting.  The garlic soy rice appeared along with the cucumber salad.  Cucumber salad was as advertised as a cucumber salad, nothing special. The garlic soy rice, upon appearance looked very flavorful but upon taste, it was underwhelming and bland. The strawberry sorbet with lime zest paired well with the dessert wine and was refreshing and tart. Expecting to be wowed by this experience, we were not. That being said the simple sorbet served for dessert as a nod to the old Ssäm bar ""mochi from the Trader Joe's around the corner"" made me laugh and I actually appreciated that.  Or perhaps it was nod to Tossi's strawberry shortcake?Overall, we had a great time but the wine and service  were far better than the food.Notes for improvement:Left handed staff should be provided the tools they need (lefty kitchen shears exist we can sent you some!  We have a lefty in the family)Wine pairings are a glass of wine in California not a tasting. Apologies if that is different in New York and we are misunderstanding. But the sommelier referred to it as a tasting while the menu said it was a  pairing. These are two different things. $55 pp for a pairing is incredibly reasonable but for a tasting not so much.More flavor on the proteins. This was our biggest stumbling block for a higher review.","89 South St Pier 17 New York, NY 10038"
2023-07-15,2023-09-16,Momofuku Ssam Bar,"We came here for date night last night and ate in the dining room - absolutely loved it and cannot wait to return! We sat in the dining room and enjoyed a nice view of the city. The interior is polished but not stuffy, staff were super friendly and welcoming. The food was amazing. We got the set menu which turned out to be a very good decision! Every dish was so delicious - from the salad to the meats (seriously wow flavors!!). Hard to even say what was my favorite as everything was so good.The sauce for the prawns was one of the best tasting sauces I've ever had. The staff are clearly very skilled as they are the ones cooking in front of you (which I thought was such a cool clever rendition of traditional Korean bbq). Everything was charred perfectly and just the right amount of crispy and juicy at the same time.The broccoli rabe was a standout for me - i easily could have had it all to myself and not shared any with my husband. The short rib was my favorite of the 3 red meats but they were all good - I mean close your eyes mmmmm good.It was the perfect amount of food and I'd say for the quality and amount, $110 pp is a steal! I would add this place to my list of favorites in NYC!","89 South St Pier 17 New York, NY 10038"
2023-07-05,2023-09-16,Momofuku Ssam Bar,"Big shout to Shane and the rest of the Momofuku Ssam Bar team for helping coordinate a special birthday dinner for a friend. I was looking for suggestions on how to make the group outing a bit special and they were quick to offer suggestions and ideas. Don't hesitate to reach out to the team via e-mail. As for the actual visit, the service was speedy and the food was phenomenal. Don't skip out on this spot!","89 South St Pier 17 New York, NY 10038"
2023-05-22,2023-09-16,Momofuku Ssam Bar,"I'd been here before and eaten at the bar. It's very much like an upscale Korean BBQ spot,The host takes the orders, cooks the food and served the wine. Everything was ok, but not enough to say I'd return. The host/cook was a bit gruff. The protein doesn't come with the free small things an actual Korean BBQ place would give. Just a free grilled bread. I don't like the fact that there isn't a coat check. With a nearly $600 check, I don't want to have to sit on my coat. Also the menu leans too heavily on sesame seeds. I'll stick to Queens, even if the views aren't as pretty.","89 South St Pier 17 New York, NY 10038"
2023-05-17,2023-09-16,Momofuku Ssam Bar,"we had a late reservation to this place on a week day, it was pretty cute and we were led to the second floor.we ordered the pork belly, black angus flat iron beef on the grill and the quality of the meat was so juicy and tender. my favorite was the pork belly. the beef was a little too raw for me and bloody, but my boyfriend liked it.i would recommend the potato wedges, they were really crispy and large and flavorful, and the dipping sauce was just delicious. it filled me up!i also really liked the oysters in kimchi. there was no dishonest, and the marinade was a great texture and paired nicely with the fresh lemon.we also got the chocolate crème brûlée. i really liked this! the quality of the chocolate was so rich and velvety, and the crunch of the crème brûlée was nice. i liked the balance of flavor in the salt and the sesame seeds.this place has solid food, it's just everything is just 30% more expensive than i feel like it should be. i also was not expecting it to be a raw / grill menu, so the variety for me wasn't there. it felt a little too casual since it felt like korean barbecue","89 South St Pier 17 New York, NY 10038"
2023-05-02,2023-09-16,Momofuku Ssam Bar,"We went for dinner on a Monday night. Many items were no longer available as they had ""changed"" their menu and the selection was quite limited. We ordered the Grilled Prawns, Cacio e Pepe rice cakes and the Brussel Sprouts. Both the prawns and brussel sprouts were tasty, but the prawns were a bit mushy, maybe indicating a lack of freshness? The Cacio e Pepe rice cakes were bland, and when we mentioned it to the server to ask for more cheese (whom we later found out was the Manager!), he said, ""Oh I'm so sorrryyy, but I've never heard that before,"" and walked away. We were shocked at his condescending tone so when our waitress Linda came by, we told her about the incident and showed her the dish of the rice cakes. She could see a pool of oil in the bowl separated from the rice cakes and immediately apologized and took the dish back to show the chef as she said this shouldn't happen. Linda offered to take it off the bill and asked us if we wanted to order something else instead. This is how a ""Manager"" should interact with their customers regarding a complaint, but instead we felt dismissed. I wonder what David Chang would say to that.","89 South St Pier 17 New York, NY 10038"
2023-04-27,2023-09-16,Momofuku Ssam Bar,"I was under the impression that this is the same quality as the regular momofuku just don't serve the noodles. While I've never had momofuku, I have heard it is overrated... and I guess my experience has confirmed that. The food was mediocre at best. Here are the items we ordered1. Skirt steak- tasted over cooked? Dry, and not tender at all.... Feel like I can make a better steak than this...2. Branzino- I liked this the most out of the few items we got... cuz you really can't go wrong with fish...it was lacking in the flavor department tho, and the salad had WAYYY too much dressing.... It's almost as if they put all the dressing for the fish onto the salad.... The fish in comparison didn't have much flavors3. Brussel sprouts- mediocre... the flavor is not there. I've tasted way better brussel sprouts at every other restaurant I've had.4. Roasted oysters (one of their most popular dish)- not good... couldn't really taste the oysters since it was overpowered by the crunch.Ambiance: very small indoor section, that only had bar seats and high bar tops. Most of the seats were outdoors.... And not ideal when the weather is chillyOverall verdict- save your money... you are paying for very subpar food that's overpriced... the food items were not cheap! Actually on the expensive side.","89 South St Pier 17 New York, NY 10038"
2023-08-20,2023-09-16,Lucky Rabbit Noodles,"I had an amazing experience at this restaurant. The cozy ambiance, authentic flavors, and attentive staff made for a perfect meal. The spicy chicken was delicious, and the warm service added to the charm. Highly recommended for a true taste of Thailand.","140 Plymouth St Brooklyn, NY 11201"
2023-08-18,2023-09-16,Lucky Rabbit Noodles,"Amazing food and the chef is a great guy, eat at the counter and chat him up. Get the fried rice, noodles, buffalo dumplings, etc","140 Plymouth St Brooklyn, NY 11201"
2023-08-05,2023-09-16,Lucky Rabbit Noodles,"This place got some good dishes with a cool twist on the concept. Place is like a tiny shack but this place got some big personality. Great service, love the vibe and energy in there, it's different and quite refreshing to be in there. Menu on the wall so whatever you need you look at the wall of food with pictures!!! Pictures don't do it justice because you can't smell the food or see the true beauty of the dishes but yes it slaps. I had the house special beef noodles and house specifically dumplings. The noodles are thick af with the broth so I suggest having a drink or something to scarf it down but it's good. Dumplings in the gingerly light side, more lighter flavor with a kick lemon grass flavor. Would go again if I'm close and feeling something different and unique.","140 Plymouth St Brooklyn, NY 11201"
2023-08-04,2023-09-16,Lucky Rabbit Noodles,Garlic noodles changed my life. Service was so good. Super friendly. Highly recommend.,"140 Plymouth St Brooklyn, NY 11201"
2023-07-22,2023-09-16,Lucky Rabbit Noodles,"The food is amazing, I had the ""send noodles"" and it was amazing! The chef is very nice and so is the server. It's not a big restaurant but it's still great. Definitely order there hot sauce when it launches.","140 Plymouth St Brooklyn, NY 11201"
2023-07-21,2023-09-16,Lucky Rabbit Noodles,"Little spot in dumbo pushing out noodles + dumplings. Has the potential to be a great neighborhood spot, but not quite there yet. Menu is on the wall and has huge ""vegan"" stickers on many options that are not vegan. This poses a problem when ordering with someone who has little to no experience with the menu. We ordered what we thought was a vegan item (huge green vegan sticker on the menu). When we arrived at the park it was full of chicken. We were too hungry and annoyed to go back, so we tossed the food and grabbed a quick bite at the timeout market instead.","140 Plymouth St Brooklyn, NY 11201"
2023-07-20,2023-09-16,Lucky Rabbit Noodles,"Their Buffalo chicken dumplings are unreal and the garlic noodles are a nice portion, definitely had leftovers","140 Plymouth St Brooklyn, NY 11201"
2023-07-12,2023-09-16,Lucky Rabbit Noodles,"Amazing food, better service.Garlic fried rice was very flavorful and the Send Noods was my favorite by far","140 Plymouth St Brooklyn, NY 11201"
2023-07-02,2023-09-16,Lucky Rabbit Noodles,"Ordered:- House dumplings: the highlight of my meal here. meat was tender and flavorful. perfectly crispy on the outside and soft on the inside.- yu choy: a perfect veg to eat on the side. sauce was a good combo of sweet and savory.- vegan tofu bowl: the tofu was cooked well and I love the pickled beets! It was a great combo. The sauce was good but a little too salty for my liking. But it did have a nice spice to it, which I enjoyed.- pineapple fizz drink: refreshing and not too sweet! wish I could've tasted more of the lemongrass though.**they also have their own homemade dipping sauces which were delicious! I don't recall the names or what was in them but I loved the green dipping sauce(?$the space is really small and there are only a few seats indoors but it's not a dealbreaker since they also do takeout. it's definitely not a spot for a date night or anything like that. it's definitely more casual.the staff were very nice and welcoming and gave great recommendations if you asked. great service for a small, ""hole-in the wall"" type of establishment.it is conveniently located right next to the Brooklyn bridge flea market, which is why I went here. I think it would be a perfect spot to grab some lunch or a snack after walking through Brooklyn.","140 Plymouth St Brooklyn, NY 11201"
2023-07-01,2023-09-16,Lucky Rabbit Noodles,love.  great food.  many vegan options a plus.  cute place.  super nice people.  highly recommend.,"140 Plymouth St Brooklyn, NY 11201"
2023-09-11,2023-09-16,La Contenta,"Could've been better. My friend and I came here Sunday evening and I guess we both ordered the wrong things off the menu? Maybe the chef had an off-day? I'm not sure. My friend ordered the Birria tacos - $17 for 2 which is a bit pricey - and then they were too spicy for her to eat. This was surprising because she has a high tolerance for spicy food. I ordered the chicken nachos - which looked appetizing - but the chicken tasted like it came out of a can. Not fresh, not good. Service was great and the guac was some of the best I've ever had!! I would definitely come again on a different day and order different food. Lovely outdoor seating!","102 Norfolk St New York, NY 10002"
2023-09-02,2023-09-16,La Contenta,"Firstly, I would like to start off by saying that when we had walked in and kept asking to switch our seating between outdoors and indoors, considering that there had been a slight breeze, the girl who seated us was very patient and attentive. Our server was very friendly and thoroughly explained each menu item when we asked him what they consisted of, and overall answered our questions informatively and kindly. Our food was pleasantly flavorful, and was moderately filling. The ambiance is comfortable and diverse, despite the building being rather small. Ultimately, this restaurant is an amazing place for a simple and portioned Mexican meal, and I would gladly come back.","102 Norfolk St New York, NY 10002"
2023-08-29,2023-09-16,La Contenta,"I decided to drop by for happy hour on a Saturday, and I must say, the experience was quite delightful.The establishment exudes a cozy Mexican vibe, where:The drinks are not only delectable but pack a punch (both the sangria and the Mayan cocktails were exquisite).The tacos are a true explosion of flavors (the tempura-battered fish taco, in particular, left me in awe with its substantial fish portion and generous toppings).The guacamole lives up to its reputation (a little tip: requesting the chips on the side might be a wise move; they have a tendency to layer them atop the guacamole, making dipping a tad challenging).The nachos arrive with a captivating presentation (and much like the rest of the fare my group and I sampled, they didn't disappoint).The waitstaff were friendly and attentive, ensuring a seamless dining experience.Anticipation is building as I look forward to exploring the dinner menu at some point!","102 Norfolk St New York, NY 10002"
2023-08-27,2023-09-16,La Contenta,"Extremely poor service. Sat down around 305pm, took about 20 mins to get a sangria that tasted cheap (didn't even finish it) and kitchen apparently skipped our ticket and we left at 350pm with no food (we flagged down the hostess to get the waiter to cancel the order). He (Rafa per receipt) just say sorry and proceeded to try go pressure us to stay for food and I said no, absolutely not- we have been waiting for 45 mins at this point and weren't acknowledged once. He then proceeded to give us a bill for the food where I said are you kidding, our food didn't come- not paying for that. He then came back with the two shi*ty sangria bill which in proper hospitable restaurant practices in this sor5 of scenario should of been comped. So disappointed, leaving wasting an hour of my time and still hungry. Save your money and go elsewhere, trust me.","102 Norfolk St New York, NY 10002"
2023-08-18,2023-09-16,La Contenta,Great place for a casual dinner and delicious tacos. Service was awesome and the chef whipped up some impressively good vegetarian tacos loaded with yummy veggies and made with fresh corn tortillas. Don't miss the crispy fish tacos either!,"102 Norfolk St New York, NY 10002"
2023-08-12,2023-09-16,La Contenta,"Really not great, overpriced, and mediocre. The ceviche was strange. The quesadilla felt microwaved and soggy. Everything just didn't look right. The tequila was great though!","102 Norfolk St New York, NY 10002"
2023-08-06,2023-09-16,La Contenta,Best Mexican food ever!! The service was good; everyone was friendly. I had the tacos and they were superb.,"102 Norfolk St New York, NY 10002"
2023-08-02,2023-09-16,La Contenta,"My Cousin was visiting from London and she was in mood for some Mexican cuisine, since my friends highly recommended this place, we decide to give it a try.Small hole in the wall Mexican restaurant with great food, cocktails and fabulous service. Only lame thing about this place is that the host tried creating fake hype on how sold out the restaurant was. They refused to give us a table despite several empty tables around. We took a place at the bar and the tables remained empty throughout. I think it's very silly of restaurants to do that, kills the good experience.Coming to the good part now. My cousin tried spicy skinny Mezcal for the first time and I think she is a life long fan. The bar tenders were amazing and friendly. We did a few repeats of the cocktail.We started with some delicious shrimp ceviche; the portion size was generous.Loved the snapper tacos however my absolute favorite was shrimp enchiladas.  This place serves authentic Mexican food and overall we had a lot of fun specially coz it does really have a fun and young vibe. Will definitely consider a revisit (with reservation)","102 Norfolk St New York, NY 10002"
2023-07-19,2023-09-16,La Contenta,First of all the hosts told us we had one hour to use the table because she had reservations waiting before even introducing us to a tableSecond - the app were cold no favorThird - the main dish came out so fast I thought it was reheated when I tell you it had NO FAVOR AT ALL!The drinks were good! Very tasty!We walked out as soon as I tasted my chicken mole it was under cooked no favor & disgusting this was suppose to be my birthday dinner  what a disappointment I really went off these reviews ! They have to be fake because there's definitely better Mexican food than this no favor not cooked correctly .Don't go here if you want real Mexican but If you wantMediocre Mexican than go for it !,"102 Norfolk St New York, NY 10002"
2023-07-18,2023-09-16,La Contenta,Food amazingService amazing except one server who couldn't crack a smile and was flat. But we will be back.,"102 Norfolk St New York, NY 10002"
2023-09-14,2023-09-16,Mắm,"I've had Mam bookmarked for the longest time! Their hours are a little wonky, because they can only store and produce so much food at a time, so it makes it pretty hard to snag a table or reservation time. They're known for their bun dau mam tom and serve it only on Friday - Sundays. On Mondays, they serve a different special menu item that changes almost every week.Almost everything in their bun dau mam tom is house made and a lot of items are sourced from Vietnam as well! Not a lot of places serve it here in NY, so I was so excited to see it being served here. Mam tom, or shrimp sauce, is a bit of an acquired taste and may not be for everyone, so they also serve this platter with some fish sauce as well. The entire platter comes with fried tofu (which they make themselves), blood sausage, grilled intenstines, vermicelli noodle blocks, grilled pork patties, pork belly and a plethora of herbs! Each bun dau is meant to be a single serving, but we comfortably finished 2 servings between 4 people. We also ordered some the surf clam salad and grilled snail sausage wrapped in betel as appetizers! For what it is, Mam is a little pricey (especially for Vietnamese street food), but a lot of their dishes are less common here in NY and they put a lot of labor into making some of their items in house!I felt like I was back in Vietnam when I was eating here. Their storefront resembles the food stall lined up on the streets of Vietnam. The small stool and low tables give you the exact dining experience you would have in Vietnam, but in New York instead!","70 Forsyth St New York, NY 10002"
2023-09-11,2023-09-16,Mắm,"Giving Mam, food & first dine-in experience a 3.5/5 with rooms for improvements. No bathroom. Friendly service but just awkward encounter with the staff.Before thinking of going, I'd highly recommend reserving a spot and making sure you know that's the dish you know and love already. They do these menu 'drops' (via hotplate, link on Instagram), and you'd get text notifications to reserve & pay for your meal in advance. Don't walk in as there's a chance you might get told no (happened to us before after we couldn't make it back quickly enough. We were told 45 min but got a call for a table after 10 min. At the time, we were already seated at the restaurant across the street with a light meal, hoping we'd make it back to Mam to try their dish of the day - the Clam dish. After about 45 min, we got back and were told 'no' by the male staff. We were pretty disappointed since we did make it our goal that day.)Then this time, I had a reservation. We were a bit early, but again, tiny space and we had to wait outside until our appointed time. A few walk-in parties got turned down because of the rain as they couldn't be able to do outdoor seating.Hu Tieu Nam Vang has most of the usual ingredients and flavors, not the best version nor favorite version I've had plus the bowls are in a smaller size than typical Viet noodle soup bowls. Okay portion for one person with an appetizer add-on. We didn't have appetizer options this day, only drinks. So for 2 bowls of Hu Tieu Nam Vang, fees, tax & tips - paid in advance), a tamarind drink, and a kumquat tea (paid after), in total, it was around $80 (see pic!). I'd be happy to support local businesses and do think Vietnamese food deserves a higher price tag, but it's got to have something nice and special. It doesn't make so much sense here at Mam to charge this kinda of price tag since the concept is street food dining outside (and if you're been to Vietnam, street food should be affordable aka for students or working people).Mam's menu and food presentation and execution have so much potentials, but the dining experience overall needs improvement. Right now, it just feels meh for NYC. I'll be the first in line if they move somewhere bigger, have a more solid team, and that I can be able to receive a streamlined service and sit comfortably.","70 Forsyth St New York, NY 10002"
2023-09-11,2023-09-16,Mắm,"Finally gave Mam a try while in the neighborhood, service was friendly.  We tried all of the appetizers on the menu and the main course that was special for the day which was the Bun Dau Mam Tom.  The snails sausages in and the chicken feet's were good, the eggplants and and raw clams salad was nothing special.  The special Bun Dau Mam Tom was nothing special, the flavors come from the dipping sauce which was fermented shrimp sauce very pungent.  We ordered a double orders as there were four of us, quite pricey for the amount and quality of food you get.  I would go back if there's a change in their menu.  We sat inside but they have seating outside their store front as well as across the street by the park to get the feel of eating in vietnam along the sidewalk.","70 Forsyth St New York, NY 10002"
2023-09-03,2023-09-16,Mắm,Our Vietnamese friend brought us there. The flavor is so special. Don't think I have had anything similar. I love anything that is authentic and happy we have this place in nyc!,"70 Forsyth St New York, NY 10002"
2023-08-27,2023-09-16,Mắm,"Very popular Vietnamese place on the lower east side. Small storefront with as many seats outside as in, including a line of small plastic tables just outside the Forsyth St park, across the street from the restaurant, with seating on very small low plastic no-back chairs. If you're a bit older (like me) they'll bring you a chair a little higher off the ground. Very creative drinks (non-alcohol), eg one with tamarind and peanuts. Foods which are presumably Vietnamese which I've never seen before, even in other Vietnamese restaurants, eg a dish with tofu chunks you dip in a hot shrimp paste sauce which when vigorously mixed turns from red to white. The dish includes grilled intestine and sausage but can be ordered and is fine without the meats. Overall, an experience, inexpensive too.","70 Forsyth St New York, NY 10002"
2023-08-23,2023-09-16,Mắm,Came here with my friend. We saw a video on insta about here. Was excited to try but sadly it was disappointing. The chicken feet appetizer is good but it's easy to make at home. We ordered two of them. The salad is meh. The $80 platter for two. Definitely not worth it. The chicken is dry without the sauce. With the sauce still very dry. The flavor is okay. The drinks are terrible. And the size for the price. In the platter for two. The soup was the best thing. Soup and chicken feet appetizer. It was very difficult to get the staff attention to order more things. I know it gets busy but y'all need more than one staff taking all the orders. It took a while to get their attention to order anything more than what we originally ordered on top of trying to get their attention for the check. There are people waiting. Adding up the wait times for things here and there will back up the next customers sitting down. I wish if I'm paying $80 for a thing to share it would be more than just noodle soup and dry chicken. You definitely leave here hungry if you do not order more things. I've seen a different menu online different times. Maybe this new menu just didn't hit the spot. I would love to come back and try it again with a different menu. But since the first experience wasn't that good. Not sure if I'll come back nor recommend here to friends. I would recommend the chicken feet and the soup. But the service and the price on top of everything else was not enjoyable. The table right next to the store. We had someone ask us to move so they can access something from the closed store. A little inconvenience. But the flavors are authentic. So I'm torn on coming back or not.The location they chose for a restaurant is too small. This size would be good for a bbt or coffee shop. But not a restaurant. Ive been to places where if the wait or line is too long. They will leave.,"70 Forsyth St New York, NY 10002"
2023-08-22,2023-09-16,Mắm,"We ordered raw surf clam salad, chicken feet and tamarind drink. I would skip the drink and spend that money on another appetizer or main. Really really love the flavors of the appetizer!!! Totally worth $12 each.It's really fun to sit outside and eat in the open space. There wasn't too much car traffic at all. Waiters are attentive but we were a bit confused if we needed to pay at the store front but the waiters will def pick up your bill at the stools.","70 Forsyth St New York, NY 10002"
2023-08-09,2023-09-16,Mắm,"A cute place to eat that reminds me of Vietnam. You can sit inside or outside. Inside is more regular seating, but outside dining is on plastic stools just like Vietnam. My friend and I ordered the Bun Dau Dac Biet, Cuon Diep, and Calamansi Tea.Beware that the Bun Dau Dac Biet might not be for the faint of heart because there is intestines and blood sausage. I'm not too adventurous but gave it a go. The intestines still had a ""flavor"" which I think means it could've been cleaned better...but I wasn't too keen on the texture of the blood sausage. Other than that, the rest of the platter was pretty good. The Calamansi Tea was overpriced in my opinion. It was $6 for what seemed like 10 oz of tea.Service was good, they were a bit busy, but accommodating. The food comes pretty quick once you order which is good. If you make a reservation, you have to order the platter.No bathrooms at the location, but the public restroom is across the st.","70 Forsyth St New York, NY 10002"
2023-08-04,2023-09-16,Mắm,Excellent experience for the 1st time ever we have had with such authentic Viet food. We drove almost 4 hrs to get there and all the foods were absolutely phenomenal. I hope they will grow and get known by more and more Viet foods lovers.,"70 Forsyth St New York, NY 10002"
2023-07-30,2023-09-16,Mắm,"Another overly hyped place in NYC. We had reservations but we were still told by the server to wait in the long line because apparently everyone in that line also had reservations. But after waiting in line for 15 minutes we find out from the host that most people in the line did not have reservations. So it was super confusing from the start. The host was nice and let us sit inside since we couldn't choose to be seated indoor our outdoors on our reservation, even though we had to pay for our main dish in advance.The food was a 3 at best. If everything was half the price it was sold at I would maybe give it a 4. But it's not. The dishes lacked seasoning, the fermented shrimp paste was good but got boring after 2 or 3 bites. The blood sausage needed salt and the snail wrap ($12 for 6 tiny wraps) tasted like chicken sausage. I would suggest giving your guests a variety of sauces instead of just one.Another big thing I noticed was the employees smoking by the outdoor seating area. And cigarette cartons on the shelf next to sauces in their open kitchen. I know this is a huge health hazard, so I looked for a health rating on the store front but could not find one. Which is a red flag.I would not recommend or return.","70 Forsyth St New York, NY 10002"
2023-09-10,2023-09-16,RYNN,The staff here is so friendly and the food was delicious! The vibe inside is really cool too. Great place for dinner with friends or a date night! I've been craving it since I last went!!!!,"309 E 5th St New York, NY 10003"
2023-09-05,2023-09-16,RYNN,"Very delicious food! Stopped by with my mom and sister. We had made a booking on Yelp, which they weren't ready for, but since it's such a new restaurant I think it's just part of the bumps in the road. A little noisy, but great for a date night or catching up with friends.","309 E 5th St New York, NY 10003"
2023-08-31,2023-09-16,RYNN,"RYNN had surpassed all my expectations from the food all the way to their drinks. Such a great atmosphere to celebrate any occasion, the staff is so attentive and friendly. This is definitely an experience everyone should have.","309 E 5th St New York, NY 10003"
2023-08-31,2023-09-16,RYNN,"Saavadhikha!!I was super excited to taste what this newcomer to our neighborhood had to offer. We are already quite saturated with excellent restaurants here in East Village, so double the thrill.What Rynn has to offer? Well: EVERYTHING!! From the beautiful ambiance of nicely appointed interior, mellow music, friendly faces, smiles all over!! It truly had me feel Thailand all over again. And I am a tough judge - as I used to live in Bangkok!!When food started to come to the table ... omg ... exactly the way it is supposed to be in Thai cuisine: appealing to the eye, aromas to start your mouth watering, and then the taste, the texture of the food... OMG. I don't know how I'm going to survive not to go back again immediately to try out more items from their alluring menu.Super friendly staff are also excellent at recommending the dishes based on the individual preferences of guests - and their tolerance for Thai famous level of 'hot'.Pet nit-noi, khxbkhunka ;-)","309 E 5th St New York, NY 10003"
2023-08-25,2023-09-16,RYNN,"Great new restaurant with a cool ambience, delicious pad Thai, and probably the friendliest service in NYC! Highly recommend everyone come here!","309 E 5th St New York, NY 10003"
2023-08-23,2023-09-16,RYNN,"Great food and flavors. Would recommend! We ordered the fried lotus, wings, la tiang, crab fried rice, and khao soi.","309 E 5th St New York, NY 10003"
2023-08-21,2023-09-16,RYNN,"The one appetizer I tried was very good, but they brand themselves as a cocktail bar and even write it again in their description when they don't even have a alcohol license. I'll probably come back and re rate if they get one but for that reason I was pretty disappointed with my visit","309 E 5th St New York, NY 10003"
2023-08-21,2023-09-16,RYNN,"We walked many blocks, in the late evening and I thought to myself, I hope this place was worth the effort. It was, and so much more. We were greated kindness and grace, walked through the menu,and tended to like old friend and family. Only open a month, I pray Rynn will be here when I next return to the city. We had an amazing meal and ended our last night in NYC, on a very high note. I've eaten Thai in many, many places, this is in the top 5 of my list now.","309 E 5th St New York, NY 10003"
2023-08-15,2023-09-16,RYNN,"Amazing food, exceptional staff and serviceI would recommend and will definitely return in the near future","309 E 5th St New York, NY 10003"
2023-08-12,2023-09-16,RYNN,"Recently stumbled upon this charming Thai eatery in the East Village. The ambiance is delightful, the service is excellent, and needless to say, the food is incredibly delicious!LA TIANGLARB PEEK GAI TODRAK BUANUM YA PUNUA YANG IEWMANGO STICKY RICE","309 E 5th St New York, NY 10003"
2023-09-12,2023-09-16,Munchiez by Mei Lai Wah,"Combo with delicious, pineapple pork bun, roast pork, and pineapple custard bun. The pork buns are delicious, just like the mee lai wah, but I loved how easy it was to grab the buns without a line. The custard bun is good but the filling is a bit thick compared to others.","126 MacDougal St New York, NY 10012"
2023-09-11,2023-09-16,Munchiez by Mei Lai Wah,"Happy to have pineapple char siu buns a little closer than Chinatown, and open late!The buns taste the same as it's Chinatown location.The cumin beef skewers are really good, unexpectedly tender.Food comes fast. There's about two tables for sitting.","126 MacDougal St New York, NY 10012"
2023-08-30,2023-09-16,Munchiez by Mei Lai Wah,"Delicious, got the combo with the pineapple pork bun, baked pork bun, and pineapple custard bun. Pork bund are delicious, just like the ones at Mei Lai Wah, but did love how it was easy to just come in and grab buns without the line. Custard bun is good but filling is a bit thicker compared to other ones.","126 MacDougal St New York, NY 10012"
2023-08-07,2023-09-16,Munchiez by Mei Lai Wah,"The bite of a fresh pineapple pork bun is UNBEATABLE! I wish I could relive this bite again as I'm typing this... The food is decently price and is a perfect stop to grab a small meal and eat it at Washington Park closeby! The cashier was really sweet and quick to get the food out, minimal seating but nice to eat it outside and people watch!","126 MacDougal St New York, NY 10012"
2023-07-19,2023-09-16,Munchiez by Mei Lai Wah,"Got the pineapple custard buns today.  They were hard.  Most likely old batch that were not sold yesterday (maybe even 2 days ago).  Even after a 30-seconds microwave, the custard inside were solid (see picture).  It should be like a paste.  Even the bread did not soften after heating it up...Will just go to the original Mei Lai Wah located in Chinatown.  Everything is freshly made there because they're always sold out.","126 MacDougal St New York, NY 10012"
2023-07-17,2023-09-16,Munchiez by Mei Lai Wah,Incredible food and incredible customer service. Get the pineapple pork bun!! Sooo bussin!,"126 MacDougal St New York, NY 10012"
2023-07-02,2023-09-16,Munchiez by Mei Lai Wah,"Munchiez is a great addition to Greenwich Village! I love the original Mei Lai Wah in Chinatown, but since it's grown in popularity, there's always a long line and some items on the menu get sold out early. Munchiez is a lot closer to me and has the same pineapple pork buns and pineapple custard buns as Mei Lai Wah without the long lines! They also serve dimsum and meat skewers after 7pm. The prices however are about $1-2 more expensive than at Mei Lah Wah.Munchiez is a small spot, mainly for a grab and go food experience. There's one table with 2 chairs inside, although it wouldn't be my first choice to dine in since it can get pretty hot and stuffy inside. They're open late on weekends, which is great to satisfy those late night munchies!","126 MacDougal St New York, NY 10012"
2023-07-02,2023-09-16,Munchiez by Mei Lai Wah,Popcorn chicken tasted pretty good but the value for $8 could be better...it comes in a super small cup and I even ordered a medium. Pretty disappointed since other mei lei wahs lived up to the hype.,"126 MacDougal St New York, NY 10012"
